strategy,trigger_a,trigger_b,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.38921888459502596,0.2564443516466342,3.4202333363786654,-0.3009222266038575,2363.2200585402393,280,4677.607676415454,0.0,6,4,246,32.61904761904762,7.738095238095238,49.44444444444444,10.198412698412698,73
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3544555139022607,0.24696046991889545,3.418032995930785,-0.3009222266038574,1850.4900009099606,278,3671.9085531908654,0.0,3,1,246,31.865079365079364,4.9603174603174605,59.960317460317455,3.214285714285714,73
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3508133959284818,0.1910045729424369,3.5486215547189777,-0.20149182259295823,1803.0222282324912,276,1754.8110173152745,0.0,3,1,0,36.94444444444444,37.22222222222222,18.849206349206348,6.984126984126984,74
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.37726262893311024,0.2026566956909179,3.33529614187797,-0.17863718524801414,2174.079475062148,264,1888.9648492067895,0.0,3,2,261,33.96825396825397,36.62698412698413,21.984126984126984,7.420634920634921,74
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.36957581750844093,0.23948135985260033,3.3204529756681618,-0.2993622615932602,2059.762119003404,274,2153.5713265113695,0.0,5,2,261,29.00793650793651,11.904761904761903,52.5,6.587301587301588,74
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26481592416299704,0.14947962682885804,3.797780400968352,-0.15557858686493325,955.6374359997802,294,1542.6640065256079,0.0,2,0,0,33.41269841269841,51.388888888888886,15.198412698412698,0.0,75
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2696781035296263,0.1608118941168454,3.4877690139330415,-0.1928020911553381,991.6868149187244,285,1619.1084940166038,0.0,1,0,255,31.38888888888889,50.79365079365079,17.817460317460316,0.0,75
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.34908411768254566,0.21220768477733373,3.365572882509722,-0.19280209115533825,1780.8690596989977,247,3142.7284115575953,0.0,3,0,255,25.515873015873012,21.626984126984127,52.85714285714286,0.0,75
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.32015399702756864,0.20189920822057655,3.6447073453407057,-0.2631715678438267,1444.6877693225472,302,1321.2198848520916,0.0,3,1,0,34.007936507936506,40.714285714285715,19.20634920634921,6.071428571428571,76
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.40133036666035293,0.21454268826020675,3.406603932521588,-0.18144556445849333,2569.7255773511147,267,1769.2981776011818,0.0,3,1,275,27.53968253968254,36.507936507936506,31.626984126984127,4.325396825396825,76
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.49333604744596493,0.23620874938989245,3.473954463825341,-0.1737025457813062,4746.969753074241,260,2975.166217301706,0.0,4,0,275,26.23015873015873,23.809523809523807,49.96031746031746,0.0,76
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.35475971604228596,0.293870473999451,3.3777723361759597,-0.26479090350317136,1854.5049043080778,282,5288.110034559326,0.0,3,3,0,43.69047619047619,16.785714285714285,4.444444444444445,35.079365079365076,77
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.38260563698372096,0.31562929535951756,3.1111255491135315,-0.315144144358142,2256.8568971701284,268,4563.28868635984,0.0,5,5,257,34.523809523809526,9.563492063492063,18.73015873015873,37.182539682539684,77
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4075748143745386,0.3116685902591189,3.160708531318012,-0.31514414435814136,2682.391965950605,256,4921.769632759659,0.0,5,4,257,33.730158730158735,1.9444444444444444,32.73809523809524,31.587301587301585,77
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4250552046553848,0.2616026607991573,3.70380929773441,-0.38813600848875596,3021.712451632601,297,3768.4891404781233,0.0,3,2,0,39.007936507936506,19.682539682539684,9.365079365079366,31.944444444444443,78
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4445609978229328,0.2637905870257498,3.436994171826072,-0.2712849924657476,3445.3558559491,280,3795.2721324793006,0.0,4,2,265,31.547619047619047,13.293650793650794,36.547619047619044,18.61111111111111,78
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4405548354475328,0.2536757584073572,3.4869480100196926,-0.2358253781865545,3354.2404938923214,282,3859.638006960613,0.0,5,2,265,30.51587301587302,9.96031746031746,52.142857142857146,7.380952380952381,78
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2570135331778456,0.2523284465393512,3.5811411928330354,-0.3127235823514264,900.2384069077021,337,2493.2880741385225,0.0,3,2,0,39.8015873015873,18.650793650793652,19.88095238095238,21.666666666666668,79
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3478441774771479,0.27079842317332214,3.315637122228993,-0.2807179399351404,1765.1351495191477,292,3057.5616517655753,0.0,3,2,248,31.626984126984127,10.436507936507937,37.22222222222222,20.714285714285715,79
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.36155749523549185,0.27885139991383845,3.309239178526076,-0.2807179399351393,1946.2844142839529,283,3346.2460842524515,0.0,3,1,248,30.873015873015873,5.674603174603175,45.357142857142854,18.095238095238095,79
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4169300560171414,0.2925946817610575,3.1605114333562523,-0.288072608532011,2859.481075126867,277,5477.703676087028,0.0,1,1,0,37.93650793650794,26.785714285714285,5.952380952380952,29.325396825396826,80
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.45666673841780203,0.32201716935863894,2.901628654323202,-0.32782582796498017,3734.324969909673,260,6364.494273947776,0.0,2,1,214,32.57936507936508,22.42063492063492,13.730158730158731,31.26984126984127,80
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5329157662308739,0.33699663378640204,3.0839556269113704,-0.32782582796497983,6110.237994046452,255,10424.721102825479,0.0,3,1,214,30.555555555555557,9.920634920634921,28.253968253968253,31.26984126984127,80
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.24587421737642168,0.20427826310132643,3.4099366600013616,-0.1965179429248345,826.1319723323262,324,1541.6420016781349,0.0,4,0,0,36.58730158730158,27.53968253968254,35.87301587301587,0.0,81
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.270147115867752,0.219840188676512,2.8958311196420827,-0.2331610979824036,995.2278325541367,276,1575.314865225542,0.0,2,0,251,30.753968253968257,25.753968253968253,43.492063492063494,0.0,81
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.30844599885497126,0.24511240763593134,2.9149840591959344,-0.3339311157484748,1325.6735262791674,245,2131.629652566125,0.0,3,0,251,27.420634920634924,7.4603174603174605,65.11904761904762,0.0,81
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.37232769424251266,0.24892142959336272,3.6302036672689764,-0.2369381247832125,2100.052956448458,294,4449.523771122906,0.0,4,2,0,40.833333333333336,17.77777777777778,20.873015873015873,20.515873015873016,82
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3601084068156657,0.27554562372225755,3.2456423501206064,-0.30021244556548893,1926.3852132979132,274,4725.550261965652,0.0,3,3,277,30.952380952380953,7.182539682539682,44.60317460317461,17.261904761904763,82
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3350995610633021,0.26672011962035336,3.208661595400011,-0.25928113868243297,1610.4896011131634,275,4054.972578500142,0.0,5,2,277,30.476190476190478,5.7936507936507935,54.801587301587304,8.928571428571429,82
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.14662093167062973,0.24565691560426697,3.3786695136281217,-0.5832732115297241,370.7590861421256,333,2018.8258973452955,0.0,2,1,0,41.785714285714285,18.96825396825397,18.96825396825397,20.27777777777778,83
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3140741113465828,0.28328955904206593,3.168144117700464,-0.39856343523735954,1381.740364394196,293,2806.938222712268,0.0,2,1,279,33.13492063492063,14.563492063492065,27.976190476190478,24.325396825396826,83
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.32337265499835355,0.29160399736037423,3.200134973324682,-0.3993118427681946,1479.0417807839221,291,3090.0940459534404,0.0,2,1,279,32.142857142857146,6.904761904761905,36.78571428571429,24.166666666666668,83
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26006968982362855,0.16723301167546006,3.679483934541142,-0.2634006694338334,921.5852474352243,306,1607.8037644686303,0.0,2,1,0,35.67460317460318,46.904761904761905,8.61111111111111,8.80952380952381,84
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3128013541670378,0.17709486376705977,3.5129457063226472,-0.18317490284019122,1368.8785493034409,291,1836.8855695303155,0.0,3,1,268,33.095238095238095,41.62698412698413,21.38888888888889,3.888888888888889,84
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.35080074156380436,0.2217667552410255,3.478863963137173,-0.2294042464318173,1802.859224568413,283,3047.1951176381663,0.0,4,0,268,27.61904761904762,18.055555555555554,54.32539682539682,0.0,84
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.24015635509718014,0.24759368859701056,3.204806749282117,-0.6292980251641699,790.2586264721687,305,4223.694366820104,0.0,3,1,0,39.72222222222222,28.214285714285715,15.277777777777779,16.785714285714285,85
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3273586249330087,0.2520149782999114,2.9205265458987064,-0.2964068407678218,1522.5995723567064,274,3189.356433256931,0.0,3,2,287,32.5,23.095238095238095,37.06349206349206,7.341269841269842,85
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.37401101274453974,0.2732704008400566,2.955338968936785,-0.29766920901152905,2125.045642452928,257,4351.0763085841,0.0,5,1,287,29.841269841269842,5.238095238095238,63.888888888888886,1.0317460317460316,85
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3344116846658389,0.2187356133099179,3.524362263630857,-0.28323319921121876,1602.4994331690807,302,2348.6422984823853,0.0,4,1,0,37.89682539682539,29.28571428571429,22.18253968253968,10.634920634920634,86
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4370420270927957,0.2498147106899413,3.3928494129448166,-0.30176261744272365,3276.1296554208984,264,3262.437844363769,0.0,4,1,238,30.317460317460316,13.80952380952381,45.476190476190474,10.396825396825397,86
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4874197392220576,0.2666597629828589,3.4123503637584145,-0.342498246199535,4568.548022627176,257,4352.871992568098,0.0,5,1,238,28.92857142857143,3.9285714285714284,59.166666666666664,7.976190476190475,86
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2860380936183551,0.30780125876562675,3.607357669971949,-0.361179288293842,1122.1105253549592,329,3115.552709658308,0.0,1,1,0,41.34920634920635,7.817460317460317,5.277777777777778,45.55555555555556,87
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4107014478178168,0.3330730323325674,3.1461609400776496,-0.29050966691676827,2740.4514200601698,269,4290.740839119984,0.0,2,1,284,30.873015873015873,3.6904761904761907,19.404761904761905,46.03174603174603,87
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.42129187637446286,0.3223924526829778,3.12557136137232,-0.27854297726384375,2945.5735372467266,267,3806.2425696424943,0.0,5,4,284,30.674603174603178,2.6984126984126986,27.81746031746032,38.80952380952381,87
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3681217330798632,0.1901957782991615,3.475996361348089,-0.14880669885432204,2038.7535779881323,274,2498.4669108239195,0.0,2,1,0,35.317460317460316,48.69047619047619,7.063492063492063,8.928571428571429,88
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4046838697638644,0.19824107601159582,3.3519104352990174,-0.18321103191255242,2629.692732656621,255,2174.646105586097,0.0,3,1,233,32.46031746031746,42.42063492063492,18.73015873015873,6.388888888888888,88
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5112518944887607,0.25559504196129856,3.354087301977858,-0.2577152834563471,5326.005233194094,234,4990.305027639685,0.0,7,1,233,27.380952380952383,6.865079365079366,60.476190476190474,5.277777777777778,88
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4786055193316714,0.2910369962917508,3.852928764452049,-0.32646955094695806,4313.870058641755,302,13979.641773439831,0.0,4,3,0,42.023809523809526,8.571428571428571,18.73015873015873,30.674603174603178,89
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4821614372037697,0.3289909795711176,3.357751265569099,-0.3091111503205332,4415.041337336881,301,14646.61533298917,0.0,6,3,260,32.817460317460316,2.8174603174603177,43.92857142857143,20.436507936507937,89
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4299597776383246,0.32255366818864045,3.3078550952729224,-0.309111150320533,3123.5869281928467,300,10164.979144068617,0.0,4,2,260,32.301587301587304,3.7301587301587302,47.3015873015873,16.666666666666664,89
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.11770826728203176,0.2528525285550834,3.7296036627376252,-0.5458578682081583,289.7673985045822,376,1763.2092832009039,0.0,2,2,0,43.57142857142857,18.21428571428571,6.428571428571428,31.785714285714285,90
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.18216383079101162,0.2639371256789323,3.063633426030356,-0.33631046724716357,497.785043155792,340,2052.9458449697686,0.0,4,4,324,35.23809523809524,20.714285714285715,16.825396825396826,27.22222222222222,90
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.22805844361201189,0.26977992723492816,3.208678216885382,-0.28532417431507406,718.9212612981814,298,2861.8945192428614,0.0,4,3,324,30.793650793650794,1.3888888888888888,50.476190476190474,17.341269841269842,90
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3592708499102142,0.1777998716503434,3.6690306069524565,-0.14524260036329298,1914.967048431588,295,1856.563134916065,0.0,2,1,0,38.25396825396825,46.58730158730159,11.785714285714285,3.373015873015873,91
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3182228040796564,0.19995276415071545,3.4801223306407354,-0.30412414984102293,1424.4203935992573,299,1985.1172371141072,0.0,2,1,292,32.5,38.13492063492063,25.71428571428571,3.650793650793651,91
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3929074562755066,0.24003165896808754,3.562574532003264,-0.31912801802965385,2424.476740605194,303,3909.3782410427175,0.0,5,0,292,29.12698412698413,13.492063492063492,57.38095238095238,0.0,91
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.33259896750365603,0.2240844266777226,3.5264383868743843,-0.2854043836062644,1581.6133753106717,299,2730.0284317157884,0.0,4,2,0,37.38095238095238,28.968253968253972,15.515873015873016,18.134920634920633,92
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.34143264934558926,0.21798544509273166,3.1604122363797624,-0.30036513389768354,1685.7481470252173,249,2637.3362353952866,0.0,4,2,281,30.198412698412696,24.444444444444443,34.36507936507937,10.992063492063492,92
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.35447722377891533,0.22571052732916674,3.1524748662874793,-0.2540585298763664,1850.776272572386,227,2794.710885944473,0.0,4,0,281,27.34126984126984,7.976190476190475,64.68253968253968,0.0,92
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.22461967536096994,0.26778404382252713,3.3278552325495125,-0.41146252663623245,699.7266355909647,270,3230.9878364593337,0.0,0,1,0,44.24603174603175,20.1984126984127,0.0,35.55555555555556,93
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3154952703164813,0.3015990262956921,2.977199987648668,-0.39926822815224544,1396.229770986726,246,3664.1986238471736,0.0,0,1,282,36.19047619047619,20.1984126984127,0.0,43.611111111111114,93
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.31482775318674894,0.316353344981585,3.0055402827769475,-0.3992359892031311,1389.4072341480507,254,3736.0127922681604,0.0,1,1,282,34.285714285714285,9.841269841269842,12.261904761904761,43.611111111111114,93
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.33050309081348983,0.1982110868444492,3.2494986415520493,-0.22291224418265265,1557.7691733193687,284,2127.7419234492463,0.0,2,1,0,37.22222222222222,48.80952380952381,7.817460317460317,6.15079365079365,94
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.30943157050619097,0.20959054710625177,3.212549604433783,-0.20739128338313667,1335.3418964294403,288,2317.56252218048,0.0,3,1,258,33.41269841269841,43.41269841269841,17.6984126984127,5.476190476190476,94
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.42502629362853583,0.26117270208819937,3.4123492003141194,-0.2603092366739273,3021.1208685463394,295,5235.049618909563,0.0,5,0,258,28.65079365079365,12.023809523809524,59.32539682539682,0.0,94
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.35069645473326405,0.21570054163470265,3.6677920422982915,-0.3235303234261982,1801.516385813513,298,2121.134060978261,0.0,3,1,0,37.579365079365076,34.682539682539684,14.166666666666666,13.571428571428571,95
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3764311383470458,0.22387414744372489,3.352763447240458,-0.3687917031494477,2161.4451794014763,269,2286.86895508438,0.0,4,2,263,30.714285714285715,26.984126984126984,38.76984126984127,3.5317460317460316,95
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.40475223971393026,0.23580357022164344,3.46395760903001,-0.34514622093895986,2630.9282589868612,262,2945.548564105577,0.0,4,0,263,28.293650793650794,9.444444444444445,62.26190476190476,0.0,95
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20840544132806538,0.20970997744702088,3.286164914671632,-0.5586150266618096,615.2667528511594,285,2829.4517647578286,0.0,1,2,0,41.904761904761905,36.7063492063492,3.6111111111111107,17.77777777777778,96
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.19697402883060922,0.23796778920242234,3.0530375770054134,-0.583058226661584,561.3386771789355,291,2983.8037936493083,0.0,1,3,273,35.317460317460316,29.603174603174605,15.436507936507937,19.642857142857142,96
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24535966859665304,0.2559281708340131,3.0563794989248176,-0.540809851992584,822.8450081569468,270,4257.122809739891,0.0,4,2,273,32.93650793650794,12.976190476190478,39.64285714285714,14.444444444444443,96
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.36284835068546584,0.2868637951817742,3.086443904984183,-0.2648203541349342,1964.165688367143,263,2578.6035285763014,0.0,2,2,0,42.42063492063492,18.174603174603174,7.658730158730159,31.746031746031743,97
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3009931548690916,0.29542688447081256,2.944325510294674,-0.2943877937607934,1254.5692797733498,266,2390.713844731138,0.0,4,3,238,34.44444444444444,12.53968253968254,25.515873015873012,27.500000000000004,97
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.33558000693123624,0.2835517572970823,3.045241975895893,-0.29438779376079366,1616.0914801510162,264,2507.837779606934,0.0,5,3,238,33.611111111111114,3.7301587301587302,44.24603174603175,18.412698412698415,97
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3721131157814068,0.2247905159992428,3.587431554407388,-0.24832689626496474,2096.8860609576222,290,3965.5349237793453,0.0,4,1,0,36.19047619047619,24.761904761904763,34.64285714285714,4.404761904761905,98
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.35644832756417366,0.2469599453294889,3.3586741643011946,-0.25144461120869466,1876.9337504968037,297,3829.0639418044157,0.0,5,3,252,29.761904761904763,19.960317460317462,41.30952380952381,8.968253968253968,98
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3921162655884256,0.2443297956943986,3.3957780142901948,-0.25144461120869527,2411.218709623474,285,4651.254983785201,0.0,5,0,252,28.49206349206349,12.182539682539682,59.32539682539682,0.0,98
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3061562365583821,0.2034299095736193,3.4774324315587575,-0.27717803295853083,1303.4529703305589,308,2336.6210077144183,0.0,3,1,0,34.04761904761905,40.27777777777778,18.73015873015873,6.944444444444445,99
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3782263561398702,0.2211234424286638,3.2463290291427245,-0.29898129118507705,2188.805872112781,281,2708.624885468697,0.0,4,1,269,28.65079365079365,30.476190476190478,39.12698412698413,1.746031746031746,99
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3449896311069709,0.23723030938323617,3.1438069539102207,-0.28094766533624793,1729.385721478896,275,2570.2763815313197,0.0,4,0,269,26.746031746031747,22.5,50.75396825396825,0.0,99
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3449479843423009,0.3150784384137602,3.2295501885955242,-0.3876072756872459,1728.8689899852502,307,4163.536358478086,0.0,2,2,0,40.595238095238095,17.261904761904763,11.11111111111111,31.03174603174603,100
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.38488042692913127,0.29260818745888517,3.00873124160703,-0.36254890185651756,2292.9487005590486,262,4449.913659297714,0.0,5,4,276,31.507936507936506,10.634920634920634,36.58730158730158,21.26984126984127,100
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.38428905522083223,0.2874668564998426,3.099311644748701,-0.3483460841692549,2283.516577311269,267,5161.742164440661,0.0,5,2,276,29.841269841269842,2.619047619047619,57.579365079365076,9.96031746031746,100
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4927246587775804,0.24988226150355738,3.3056680983501048,-0.24130822994367393,4728.246718866931,263,5393.183127046347,0.0,3,3,0,38.53174603174603,35.35714285714286,11.428571428571429,14.682539682539684,101
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.42805110215357,0.24084105506128592,3.308597577613353,-0.29532698655180756,3083.5809716983845,276,4799.219332348496,0.0,4,3,219,34.48412698412698,33.214285714285715,23.53174603174603,8.769841269841269,101
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5019572643635382,0.2556833112465442,3.4244978780340043,-0.2568222884802796,5018.154593000321,259,6540.520410993376,0.0,4,0,219,31.349206349206348,9.96031746031746,58.69047619047619,0.0,101
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26375032320759373,0.26533830385589896,3.3465560527827636,-0.34770126049380906,947.8955424084498,289,2881.4143284772654,0.0,3,2,0,44.36507936507936,13.690476190476192,10.515873015873016,31.428571428571427,102
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.25228273035375315,0.2835906800252676,2.910059175839558,-0.2639388591210088,868.0676098178853,274,2487.588096728682,0.0,3,2,266,36.19047619047619,15.158730158730158,18.412698412698415,30.238095238095237,102
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.30692111745379314,0.2968537571376674,3.059966373908443,-0.28048544136187364,1310.8381872373307,257,3743.205581182572,0.0,3,1,266,33.96825396825397,1.6269841269841272,36.58730158730158,27.81746031746032,102
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29868226234147577,0.33773395572631043,2.946065837556782,-0.31265833634519735,1233.2273418874636,328,3576.2758725159906,0.0,2,2,0,41.07142857142857,25.912698412698415,0.5952380952380952,32.420634920634924,103
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3733448895422491,0.30867318226164786,2.9778471461965195,-0.24855788649108268,2115.123831091985,291,4032.520675950599,0.0,3,3,255,34.166666666666664,20.992063492063494,15.753968253968253,29.08730158730159,103
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4020638793857554,0.32973028753709116,2.9509443063519383,-0.2299677196353479,2582.736444964961,287,5226.612990737248,0.0,5,3,255,31.587301587301585,5.674603174603175,43.73015873015873,19.007936507936506,103
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3045269917195421,0.2587073764462055,3.4956267749290286,-0.3311776971332373,1287.8461859523418,284,5508.261339739361,0.0,3,2,0,40.55555555555556,8.134920634920634,34.92063492063492,16.38888888888889,104
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4232803700691039,0.29617153776655203,3.1120758460527727,-0.2782500098677669,2985.5872941214684,253,8790.46218322067,0.0,5,3,221,31.9047619047619,1.7063492063492063,50.99206349206349,15.396825396825397,104
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4138115738381831,0.2857174507566503,3.1211750162908705,-0.27501166548283545,2799.3193719245382,249,8188.652737439141,0.0,3,1,221,31.944444444444443,1.2698412698412698,57.06349206349206,9.722222222222223,104
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.5799644051596518,0.23398155513445723,3.874616442149789,-0.21208938855540618,8180.224496311817,287,10442.814074966658,0.0,5,2,0,37.420634920634924,30.51587301587302,23.96825396825397,8.095238095238095,105
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.562730260006364,0.2558728268119511,3.5242211873943186,-0.23776547055378677,7358.599350429892,271,8966.94182415263,0.0,5,3,236,31.507936507936506,24.365079365079364,35.714285714285715,8.412698412698413,105
