strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,simulation
SMA20 1x/cash,4.739676917286454,0.5414541332911769,4.003432786602305,-0.20941501475699048,2087374088.9495237,335,43.25396825396825,189
SMA20 1x/cash,3.6669765599850184,0.5033635187865627,3.863084732434814,-0.17039349706487358,283430856.69135326,333,48.769841269841265,190
SMA20 1x/cash,4.171288598473532,0.5392662803502273,3.7268195478054245,-0.33944781418995845,762996877.9566941,281,51.388888888888886,191
SMA20 1x/cash,4.930185517363721,0.578510272079798,3.7909143246591848,-0.3239409828807231,2860608530.29286,310,45.63492063492063,192
SMA20 1x/cash,3.677292021867629,0.4674068375167952,4.058706258723663,-0.2142493665873857,289535000.4153075,299,46.82539682539682,193
SMA20 1x/cash,5.5063404794873945,0.5702770330816059,3.9163964083907743,-0.3271403353623227,6999817643.780498,262,44.52380952380952,194
SMA20 1x/cash,4.078362992112845,0.552951356667021,3.624732534159154,-0.3271403353623228,640503332.7757921,286,49.96031746031746,195
SMA20 1x/cash,3.797052371627754,0.5080294240100584,3.80713133149084,-0.19247633567054934,369545543.79841673,291,47.22222222222222,196
SMA20 1x/cash,3.1603799502017695,0.5061953393845714,3.529816259124242,-0.17551068721726815,93506260.28486219,289,54.047619047619044,197
SMA20 1x/cash,3.131870083097806,0.5373993187641614,3.335516159575502,-0.3394478141899585,87502361.94712418,282,50.63492063492063,198
SMA20 1x/cash,5.496100673233792,0.5931971479383995,3.859564125462264,-0.17956913948855507,6894219587.327732,315,44.48412698412698,199
