Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
B-decay early SMA200 e2% N5 d1% SL1.0% 1x,B-decay,1,5.516757121837723,3.359167808325636,0.07930454481662517,0.02861809352626665,0.202264021735063,-27.275029313240335,6071.501962926975,4.876798754295533,373,92.89611806890818,1.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% SL1.0% 2x,B-decay,2,5.114539917127958,6.691351725059842,0.0870870162451572,0.03146725444869632,0.10086762769035436,-50.70546452057626,4533.520610922549,4.876798754295533,373,92.89611806890818,2.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% SL1.0% 3x,B-decay,3,4.57043663946759,10.039123038710116,0.08415149711410612,0.030388942583883038,0.06456183918713826,-70.79161153107442,3048.239406801633,4.876798754295533,373,92.89611806890818,3.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% SL2.0% 1x,B-decay,1,5.467233820202999,3.3738541012494303,0.059246708110006645,0.021487410383736028,0.2006201530155569,-27.25166808032016,5857.367424679481,4.876798754295533,373,92.8493478147898,1.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% SL2.0% 2x,B-decay,2,5.015273331273673,6.720731919594041,0.06687269448920352,0.024280517783415466,0.09612316562492787,-52.17549067040973,4217.469234245336,4.876798754295533,373,92.8493478147898,2.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% SL2.0% 3x,B-decay,3,4.424796046471369,10.083113057639617,0.06395055612663292,0.02320604954401684,0.061397089958016245,-72.06849786361332,2740.0219153996654,4.876798754295533,373,92.8493478147898,3.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d2% 1x,B-decay,1,6.236343857023496,4.729432542862476,0.22516215808567938,0.12326478752236546,0.24566988169251788,-25.385056621751247,10210.670043303906,4.17077426975945,319,83.56805071974225,1.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% 2x,B-decay,2,6.453896995950914,9.429196614202297,0.23060240508397348,0.1258533625797756,0.1359156396769263,-47.484579488364496,11940.069880845887,4.17077426975945,319,83.56805071974225,2.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% 3x,B-decay,3,6.376693119080601,14.126833571771414,0.22615614028753217,0.1240571449274106,0.09271750512554168,-68.77550372441978,11295.570783618394,4.17077426975945,319,83.56805071974225,3.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL1.0% 1x,B-decay,1,6.055476249893266,4.25773432350449,0.21603911046042468,0.10987681179758685,0.20387873299990303,-29.701362966073297,8963.01877218164,4.17077426975945,319,86.44701969547368,1.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL1.0% 2x,B-decay,2,6.14558787132673,8.486592773020787,0.22138203794517802,0.11246898908226206,0.10577463935221346,-58.100768851244744,9564.571259308535,4.17077426975945,319,86.44701969547368,2.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL1.0% 3x,B-decay,3,6.04528982688457,12.72757530075664,0.21962689139581093,0.1116789735807609,0.07787699114939028,-77.6261349811009,8897.412786801075,4.17077426975945,319,86.44701969547368,3.0,early,200,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL2.0% 1x,B-decay,1,6.240562877207068,4.729208472041843,0.226282042414972,0.12383228958434057,0.24582418027721745,-25.386285719206086,10241.73121512591,4.17077426975945,319,83.57324741464429,1.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL2.0% 2x,B-decay,2,6.4628568029010625,9.42873870828411,0.2317329256393914,0.1264239187765559,0.13609955459827375,-47.486245065074115,12017.177667073678,4.17077426975945,319,83.57324741464429,2.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N5 d2% SL2.0% 3x,B-decay,3,6.3906175939165255,14.126143427853158,0.227288958563394,0.12463283192983918,0.09291461033852443,-68.77946934968564,11409.218777069718,4.17077426975945,319,83.57324741464429,3.0,early,200,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e2% N10 d1% 1x,B-decay,1,5.465539485217774,3.3611399462069564,0.06270394375231964,0.022579633715063913,0.20056398236842812,-27.250852424628235,5850.174675988327,4.90294780927835,375,92.94808501792859,1.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% 2x,B-decay,2,5.0127644072112565,6.695286043039098,0.07024726752250231,0.025326584685939034,0.09608028466144154,-52.17266398486176,4209.769611949586,4.90294780927835,375,92.94808501792859,2.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% 3x,B-decay,3,4.422434563020361,10.044997612311386,0.06724159783798626,0.02422927216664664,0.06136618439269859,-72.06631154904503,2735.2867115617028,4.90294780927835,375,92.94808501792859,3.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL1.0% 1x,B-decay,1,5.495931143015365,3.3549299539888633,0.07293991335628788,0.026223353605426266,0.20157224292065568,-27.265317205299507,5980.526816761241,4.90294780927835,375,92.96367510263472,1.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL1.0% 2x,B-decay,2,5.073000063768696,6.682830518904572,0.08057179996755746,0.029004030751330685,0.10013781172924706,-50.66018496075279,4398.515751178374,4.90294780927835,375,92.96367510263472,2.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL1.0% 3x,B-decay,3,4.509972727680989,10.026328188864971,0.0775686947722421,0.0279071579506987,0.06375545123222821,-70.73862141220654,2916.333143118075,4.90294780927835,375,92.96367510263472,3.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL2.0% 1x,B-decay,1,5.465539485217774,3.3611399462069564,0.06270394375231964,0.022579633715063913,0.20056398236842812,-27.250852424628235,5850.174675988327,4.90294780927835,375,92.94808501792859,1.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL2.0% 2x,B-decay,2,5.0127644072112565,6.695286043039098,0.07024726752250231,0.025326584685939034,0.09608028466144154,-52.17266398486176,4209.769611949586,4.90294780927835,375,92.94808501792859,2.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d1% SL2.0% 3x,B-decay,3,4.422434563020361,10.044997612311386,0.06724159783798626,0.02422927216664664,0.06136618439269859,-72.06631154904503,2735.2867115617028,4.90294780927835,375,92.94808501792859,3.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e2% N10 d2% 1x,B-decay,1,6.1623508488704015,4.540921748798112,0.20566807659449637,0.10654034098473654,0.24296368658483128,-25.36325874656501,9680.79095601301,4.249221434707904,325,85.40768071506521,1.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% 2x,B-decay,2,6.306242136458695,9.039014354497812,0.21079375806769127,0.1091152135192926,0.1335952660531477,-47.20408381798429,10737.473358405618,4.249221434707904,325,85.40768071506521,2.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% 3x,B-decay,3,6.17793851498214,13.55929248851814,0.20671625205639724,0.10730655001359732,0.08905008216513682,-69.37600016500386,9790.112112949737,4.249221434707904,325,85.40768071506521,3.0,early,200,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL1.0% 1x,B-decay,1,5.986963262155198,4.112151223101213,0.19369266376930563,0.0930818743151831,0.20171454533511232,-29.68037457194244,8530.783755319475,4.249221434707904,325,87.74619342098426,1.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL1.0% 2x,B-decay,2,5.996133883777088,8.196070616835637,0.19810031021771998,0.09512389362962612,0.10297161040456743,-58.23094210354432,8587.42440913939,4.249221434707904,325,87.74619342098426,2.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL1.0% 3x,B-decay,3,5.819611476448006,12.289905168087,0.19631879793944537,0.09435135533718796,0.07487328185380525,-77.7261438574465,7559.596279702803,4.249221434707904,325,87.74619342098426,3.0,early,200,0.02,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL2.0% 1x,B-decay,1,6.166505245595211,4.540688975918031,0.206833888251464,0.10710048046568871,0.24311521731339392,-25.3645383194838,9709.808714425108,4.249221434707904,325,85.41287740996725,1.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL2.0% 2x,B-decay,2,6.314968957910594,9.038537927984464,0.21197251247857318,0.10968052660039275,0.13376629092574183,-47.20897106593354,10805.100286489298,4.249221434707904,325,85.41287740996725,2.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N10 d2% SL2.0% 3x,B-decay,3,6.19138899339593,13.55857527411988,0.20789591383550624,0.1078748949898303,0.08923839546413496,-69.38032627317081,9885.423128374503,4.249221434707904,325,85.41287740996725,3.0,early,200,0.02,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e2% N20 d1% 1x,B-decay,1,5.465539485217774,3.3611399462069564,0.06270394375231964,0.022579633715063913,0.20056398236842812,-27.250852424628235,5850.174675988327,4.90294780927835,375,92.94808501792859,1.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% 2x,B-decay,2,5.0127644072112565,6.695286043039098,0.07024726752250231,0.025326584685939034,0.09608028466144154,-52.17266398486176,4209.769611949586,4.90294780927835,375,92.94808501792859,2.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% 3x,B-decay,3,4.422434563020361,10.044997612311386,0.06724159783798626,0.02422927216664664,0.06136618439269859,-72.06631154904503,2735.2867115617028,4.90294780927835,375,92.94808501792859,3.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL1.0% 1x,B-decay,1,5.495931143015365,3.3549299539888633,0.07293991335628788,0.026223353605426266,0.20157224292065568,-27.265317205299507,5980.526816761241,4.90294780927835,375,92.96367510263472,1.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL1.0% 2x,B-decay,2,5.073000063768696,6.682830518904572,0.08057179996755746,0.029004030751330685,0.10013781172924706,-50.66018496075279,4398.515751178374,4.90294780927835,375,92.96367510263472,2.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL1.0% 3x,B-decay,3,4.509972727680989,10.026328188864971,0.0775686947722421,0.0279071579506987,0.06375545123222821,-70.73862141220654,2916.333143118075,4.90294780927835,375,92.96367510263472,3.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL2.0% 1x,B-decay,1,5.465539485217774,3.3611399462069564,0.06270394375231964,0.022579633715063913,0.20056398236842812,-27.250852424628235,5850.174675988327,4.90294780927835,375,92.94808501792859,1.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL2.0% 2x,B-decay,2,5.0127644072112565,6.695286043039098,0.07024726752250231,0.025326584685939034,0.09608028466144154,-52.17266398486176,4209.769611949586,4.90294780927835,375,92.94808501792859,2.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d1% SL2.0% 3x,B-decay,3,4.422434563020361,10.044997612311386,0.06724159783798626,0.02422927216664664,0.06136618439269859,-72.06631154904503,2735.2867115617028,4.90294780927835,375,92.94808501792859,3.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e2% N20 d2% 1x,B-decay,1,6.0981541305588305,4.510918127999132,0.1842294892678186,0.09400005207733524,0.2406251973348859,-25.342957421337015,9243.116690850686,4.249221434707904,325,85.90656342566128,1.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% 2x,B-decay,2,6.177292467735507,8.9786675731976,0.18994371764035897,0.09683495526163728,0.13107521786077517,-47.12784436716995,9785.557075801176,4.249221434707904,325,85.90656342566128,2.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% 3x,B-decay,3,5.982212737776416,13.468715958980424,0.1859491983203521,0.0950697504135533,0.08631399058178246,-69.30756760815353,8501.588146029579,4.249221434707904,325,85.90656342566128,3.0,early,200,0.02,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL1.0% 1x,B-decay,1,5.909743081031138,4.080257669843154,0.16724731801039033,0.07898901696336198,0.19928418315571633,-29.654852620257337,8068.242171409951,4.249221434707904,325,88.23468274177623,1.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL1.0% 2x,B-decay,2,5.837987799000177,8.132005386979309,0.17230526687836142,0.08130424555110083,0.10039346362741143,-58.15107466225693,7660.66446011117,4.249221434707904,325,88.23468274177623,2.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL1.0% 3x,B-decay,3,5.576322299603631,12.193711283640257,0.17061596084910507,0.08057753673672073,0.0718056814667162,-77.65851093814075,6339.311023042751,4.249221434707904,325,88.23468274177623,3.0,early,200,0.02,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL2.0% 1x,B-decay,1,6.102228617882699,4.51068428158682,0.18540199331891274,0.09455881873148417,0.24077344452162558,-25.344275943747668,9270.305312681267,4.249221434707904,325,85.91176012056332,1.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL2.0% 2x,B-decay,2,6.185724951367355,8.978188877024673,0.19112933694419093,0.09739867650792886,0.13123959690418782,-47.13306880912837,9845.176229200926,4.249221434707904,325,85.91176012056332,2.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N20 d2% SL2.0% 3x,B-decay,3,5.99503413703939,13.467995314526402,0.18713573544358564,0.09563649931409905,0.08649297466780685,-69.312382422555,8580.612489321626,4.249221434707904,325,85.91176012056332,3.0,early,200,0.02,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e3% N5 d1% 1x,B-decay,1,5.363281155572119,3.1206264387971094,0.019026272845191358,0.0057556580423184945,0.21737564375083857,-24.672870718302033,5431.834075389129,4.484562929553264,343,94.65260094579847,1.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% 2x,B-decay,2,4.799781855327234,6.204066298887764,0.02319659058197799,0.007026698614656953,0.09207150749318792,-52.131022788807435,3604.2997078284366,4.484562929553264,343,94.65260094579847,2.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% 3x,B-decay,3,4.105025633898918,9.322582564763707,0.018607921981578582,0.005626963635637264,0.05490388485935744,-74.76748948484081,2167.110804861676,4.484562929553264,343,94.65260094579847,3.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL1.0% 1x,B-decay,1,5.363281155572119,3.1206264387971094,0.019026272845191358,0.0057556580423184945,0.21737564375083857,-24.672870718302033,5431.834075389129,4.484562929553264,343,94.65260094579847,1.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL1.0% 2x,B-decay,2,4.799781855327234,6.204066298887764,0.02319659058197799,0.007026698614656953,0.09207150749318792,-52.131022788807435,3604.2997078284366,4.484562929553264,343,94.65260094579847,2.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL1.0% 3x,B-decay,3,4.105025633898918,9.322582564763707,0.018607921981578582,0.005626963635637264,0.05490388485935744,-74.76748948484081,2167.110804861676,4.484562929553264,343,94.65260094579847,3.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL2.0% 1x,B-decay,1,5.363281155572119,3.1206264387971094,0.019026272845191358,0.0057556580423184945,0.21737564375083857,-24.672870718302033,5431.834075389129,4.484562929553264,343,94.65260094579847,1.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL2.0% 2x,B-decay,2,4.799781855327234,6.204066298887764,0.02319659058197799,0.007026698614656953,0.09207150749318792,-52.131022788807435,3604.2997078284366,4.484562929553264,343,94.65260094579847,2.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d1% SL2.0% 3x,B-decay,3,4.105025633898918,9.322582564763707,0.018607921981578582,0.005626963635637264,0.05490388485935744,-74.76748948484081,2167.110804861676,4.484562929553264,343,94.65260094579847,3.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e3% N5 d2% 1x,B-decay,1,5.935177359749244,4.361969999074154,0.1727325581963019,0.08231887558514148,0.27042287817211424,-21.947763443194038,8217.789423265744,4.484562929553264,343,87.92288104765369,1.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% 2x,B-decay,2,5.882448258845963,8.681335577606998,0.17880926349123863,0.08512681436390848,0.11891723351288451,-49.46674325558211,7910.742576006364,4.484562929553264,343,87.92288104765369,2.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% 3x,B-decay,3,5.578980372747355,13.025616658707623,0.17467380796510448,0.08326128346238182,0.07827294872217463,-71.27597035534751,6351.529841067631,4.484562929553264,343,87.92288104765369,3.0,early,200,0.03,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL1.0% 1x,B-decay,1,5.939916767761444,4.227570801709941,0.17977029698382146,0.08658928385993045,0.2907885192714827,-20.42693013686653,8245.956801583081,4.484562929553264,343,88.15153562334356,1.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL1.0% 2x,B-decay,2,5.897870090988411,8.415854751826084,0.1850929136414787,0.0889217429653366,0.12103146643769559,-48.73005561759849,7999.354611969964,4.484562929553264,343,88.15153562334356,2.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL1.0% 3x,B-decay,3,5.627681844193999,12.626924870163853,0.18120338886603424,0.08716224954865485,0.07990818405247992,-70.42685190415546,6579.5633616604155,4.484562929553264,343,88.15153562334356,3.0,early,200,0.03,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL2.0% 1x,B-decay,1,5.935177359749244,4.361969999074154,0.1727325581963019,0.08231887558514148,0.27042287817211424,-21.947763443194038,8217.789423265744,4.484562929553264,343,87.92288104765369,1.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL2.0% 2x,B-decay,2,5.882448258845963,8.681335577606998,0.17880926349123863,0.08512681436390848,0.11891723351288451,-49.46674325558211,7910.742576006364,4.484562929553264,343,87.92288104765369,2.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N5 d2% SL2.0% 3x,B-decay,3,5.578980372747355,13.025616658707623,0.17467380796510448,0.08326128346238182,0.07827294872217463,-71.27597035534751,6351.529841067631,4.484562929553264,343,87.92288104765369,3.0,early,200,0.03,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e3% N10 d1% 1x,B-decay,1,5.373243960690455,3.1187500940849313,0.02522547798986728,0.007606753110362989,0.21762866013914542,-24.68996481095348,5471.258341614735,4.484562929553264,343,94.6681910305046,1.0,early,200,0.03,0.03,0.0,0.0,decay,10,0.01,Neither
